id,provider,seed,cycle,intent,x,y,z,gripper,accepted,held,in_plate,sim_seconds
deepseek_seed0,deepseek,0,27,approach,hold,hold,hold,open,True,False,False,8.96
deepseek_seed0,deepseek,0,28,approach,hold,hold,hold,open,True,False,False,9.28
deepseek_seed0,deepseek,0,29,approach,hold,hold,hold,open,True,False,False,9.6
deepseek_seed0,deepseek,0,30,approach,hold,hold,hold,open,True,False,False,9.92
deepseek_seed0,deepseek,0,31,approach,hold,hold,hold,open,True,False,False,10.24
deepseek_seed0,deepseek,0,32,approach,hold,hold,hold,open,True,False,False,10.56
deepseek_seed0,deepseek,0,33,approach,hold,hold,hold,open,True,False,False,10.88
deepseek_seed0,deepseek,0,34,approach,hold,hold,hold,open,True,False,False,11.2
deepseek_seed0,deepseek,0,35,approach,hold,hold,hold,open,True,False,False,11.52
deepseek_seed0,deepseek,0,36,approach,hold,hold,hold,open,True,False,False,11.84
deepseek_seed0,deepseek,0,37,approach,hold,hold,hold,open,True,False,False,12.16
deepseek_seed0,deepseek,0,38,approach,hold,hold,hold,open,True,False,False,12.48
deepseek_seed0,deepseek,0,39,approach,hold,hold,hold,open,True,False,False,12.8
deepseek_seed0,deepseek,0,40,approach,hold,hold,hold,open,True,False,False,13.12
deepseek_seed0,deepseek,0,41,approach,hold,hold,hold,open,True,False,False,13.44
deepseek_seed0,deepseek,0,42,approach,hold,hold,hold,open,True,False,False,13.76
deepseek_seed0,deepseek,0,43,approach,hold,hold,hold,open,True,False,False,14.08
deepseek_seed0,deepseek,0,44,approach,hold,hold,hold,open,True,False,False,14.4
deepseek_seed0,deepseek,0,45,approach,hold,hold,hold,open,True,False,False,14.72
deepseek_seed0,deepseek,0,46,approach,hold,hold,hold,open,True,False,False,15.04
deepseek_seed0,deepseek,0,47,approach,hold,hold,hold,open,True,False,False,15.36
deepseek_seed0,deepseek,0,48,approach,hold,hold,hold,open,True,False,False,15.68
deepseek_seed0,deepseek,0,49,approach,hold,hold,hold,open,True,False,False,16.0
deepseek_seed0,deepseek,0,50,approach,hold,hold,hold,open,True,False,False,16.32
deepseek_seed0,deepseek,0,51,approach,hold,hold,hold,open,True,False,False,16.64
deepseek_seed0,deepseek,0,52,approach,hold,hold,hold,open,True,False,False,16.96
deepseek_seed0,deepseek,0,53,approach,hold,hold,hold,open,True,False,False,17.28
deepseek_seed0,deepseek,0,54,approach,hold,hold,hold,open,True,False,False,17.6
deepseek_seed0,deepseek,0,55,approach,hold,hold,hold,open,True,False,False,17.92
deepseek_seed0,deepseek,0,56,approach,hold,hold,hold,open,True,False,False,18.24
deepseek_seed0,deepseek,0,57,approach,hold,hold,hold,open,True,False,False,18.56
deepseek_seed0,deepseek,0,58,approach,hold,hold,hold,open,True,False,False,18.88
deepseek_seed0,deepseek,0,59,approach,hold,hold,hold,open,True,False,False,19.2
deepseek_seed0,deepseek,0,60,approach,hold,hold,hold,open,True,False,False,19.52
deepseek_seed0,deepseek,0,61,approach,hold,hold,hold,open,True,False,False,19.84
deepseek_seed0,deepseek,0,62,approach,hold,hold,hold,open,True,False,False,20.16
deepseek_seed0,deepseek,0,63,approach,hold,hold,hold,open,True,False,False,20.48
deepseek_seed0,deepseek,0,64,approach,hold,hold,hold,open,True,False,False,20.8
deepseek_seed0,deepseek,0,65,approach,hold,hold,hold,open,True,False,False,21.12
deepseek_seed0,deepseek,0,66,approach,hold,hold,hold,open,True,False,False,21.44
deepseek_seed0,deepseek,0,67,approach,hold,hold,hold,open,True,False,False,21.76
deepseek_seed0,deepseek,0,68,approach,hold,hold,hold,open,True,False,False,22.08
deepseek_seed0,deepseek,0,69,approach,hold,hold,hold,open,True,False,False,22.4
deepseek_seed0,deepseek,0,70,approach,hold,hold,hold,open,True,False,False,22.72
deepseek_seed0,deepseek,0,71,approach,hold,hold,hold,open,True,False,False,23.04
deepseek_seed0,deepseek,0,72,approach,hold,hold,hold,open,True,False,False,23.36
deepseek_seed0,deepseek,0,73,approach,hold,hold,hold,open,True,False,False,23.68
deepseek_seed0,deepseek,0,74,approach,hold,hold,hold,open,True,False,False,24.0
deepseek_seed0,deepseek,0,75,approach,hold,hold,hold,open,True,False,False,24.32
deepseek_seed0,deepseek,0,76,approach,hold,hold,hold,open,True,False,False,24.64
deepseek_seed0,deepseek,0,77,approach,hold,hold,hold,open,True,False,False,24.96
deepseek_seed0,deepseek,0,78,approach,hold,hold,hold,open,True,False,False,25.28
deepseek_seed0,deepseek,0,79,approach,hold,hold,hold,open,True,False,False,25.6
deepseek_seed0,deepseek,0,80,approach,hold,hold,hold,open,True,False,False,25.92
deepseek_seed0,deepseek,0,81,approach,hold,hold,hold,open,True,False,False,26.24
deepseek_seed0,deepseek,0,82,approach,hold,hold,hold,open,True,False,False,26.56
deepseek_seed0,deepseek,0,83,approach,hold,hold,hold,open,True,False,False,26.88
deepseek_seed0,deepseek,0,84,approach,hold,hold,hold,open,True,False,False,27.2
deepseek_seed0,deepseek,0,85,approach,hold,hold,hold,open,True,False,False,27.52
deepseek_seed0,deepseek,0,86,approach,hold,hold,hold,open,True,False,False,27.84
deepseek_seed0,deepseek,0,87,approach,hold,hold,hold,open,True,False,False,28.16
deepseek_seed0,deepseek,0,88,approach,hold,hold,hold,open,True,False,False,28.48
deepseek_seed0,deepseek,0,89,approach,hold,hold,hold,open,True,False,False,28.8
deepseek_seed0,deepseek,0,90,approach,hold,hold,hold,open,True,False,False,29.12
deepseek_seed0,deepseek,0,91,approach,hold,hold,hold,open,True,False,False,29.44
deepseek_seed0,deepseek,0,92,approach,hold,hold,hold,open,True,False,False,29.76
deepseek_seed0,deepseek,0,93,approach,hold,hold,hold,open,True,False,False,30.08
deepseek_seed0,deepseek,0,94,approach,hold,hold,hold,open,True,False,False,30.4
deepseek_seed0,deepseek,0,95,approach,hold,hold,hold,open,True,False,False,30.72
deepseek_seed0,deepseek,0,96,approach,hold,hold,hold,open,True,False,False,31.04
deepseek_seed0,deepseek,0,97,approach,hold,hold,hold,open,True,False,False,31.36
deepseek_seed0,deepseek,0,98,approach,hold,hold,hold,open,True,False,False,31.68
deepseek_seed0,deepseek,0,99,approach,hold,hold,hold,open,True,False,False,32.0
deepseek_seed0,deepseek,0,100,approach,hold,hold,hold,open,True,False,False,32.32
deepseek_seed0,deepseek,0,101,approach,hold,hold,hold,open,True,False,False,32.64
deepseek_seed0,deepseek,0,102,approach,hold,hold,hold,open,True,False,False,32.96
deepseek_seed0,deepseek,0,103,approach,hold,hold,hold,open,True,False,False,33.28
deepseek_seed0,deepseek,0,104,approach,hold,hold,hold,open,True,False,False,33.6
deepseek_seed0,deepseek,0,105,approach,hold,hold,hold,open,True,False,False,33.92
deepseek_seed0,deepseek,0,106,approach,hold,hold,hold,open,True,False,False,34.24
deepseek_seed0,deepseek,0,107,approach,hold,hold,hold,open,True,False,False,34.56
deepseek_seed0,deepseek,0,108,approach,hold,hold,hold,open,True,False,False,34.88
deepseek_seed0,deepseek,0,109,approach,hold,hold,hold,open,True,False,False,35.2
deepseek_seed0,deepseek,0,110,approach,hold,hold,hold,open,True,False,False,35.52
deepseek_seed0,deepseek,0,111,approach,hold,hold,hold,open,True,False,False,35.84
deepseek_seed0,deepseek,0,112,approach,hold,hold,hold,open,True,False,False,36.16
deepseek_seed0,deepseek,0,113,approach,hold,hold,hold,open,True,False,False,36.48
deepseek_seed0,deepseek,0,114,approach,hold,hold,hold,open,True,False,False,36.8
deepseek_seed0,deepseek,0,115,approach,hold,hold,hold,open,True,False,False,37.12
deepseek_seed0,deepseek,0,116,approach,hold,hold,hold,open,True,False,False,37.44
deepseek_seed0,deepseek,0,117,approach,hold,hold,hold,open,True,False,False,37.76
deepseek_seed0,deepseek,0,118,approach,hold,hold,hold,open,True,False,False,38.08
deepseek_seed0,deepseek,0,119,approach,hold,hold,hold,open,True,False,False,38.4
deepseek_seed0,deepseek,0,120,approach,hold,hold,hold,open,True,False,False,38.72
deepseek_seed0,deepseek,0,121,approach,hold,hold,hold,open,True,False,False,39.04
deepseek_seed0,deepseek,0,122,approach,hold,hold,hold,open,True,False,False,39.36
deepseek_seed0,deepseek,0,123,approach,hold,hold,hold,open,True,False,False,39.68
deepseek_seed0,deepseek,0,124,approach,hold,hold,hold,open,True,False,False,40.0
deepseek_seed0,deepseek,0,125,approach,hold,hold,hold,open,True,False,False,40.32
deepseek_seed0,deepseek,0,126,approach,hold,hold,hold,open,True,False,False,40.64
deepseek_seed0,deepseek,0,127,approach,hold,hold,hold,open,True,False,False,40.96
deepseek_seed0,deepseek,0,128,approach,hold,hold,hold,open,True,False,False,41.28
deepseek_seed0,deepseek,0,129,approach,hold,hold,hold,open,True,False,False,41.6
deepseek_seed0,deepseek,0,130,approach,hold,hold,hold,open,True,False,False,41.92
deepseek_seed0,deepseek,0,131,approach,hold,hold,hold,open,True,False,False,42.24
deepseek_seed0,deepseek,0,132,approach,hold,hold,hold,open,True,False,False,42.56
deepseek_seed0,deepseek,0,133,approach,hold,hold,hold,open,True,False,False,42.88
deepseek_seed0,deepseek,0,134,approach,hold,hold,hold,open,True,False,False,43.2
deepseek_seed0,deepseek,0,135,approach,hold,hold,hold,open,True,False,False,43.52
deepseek_seed0,deepseek,0,136,approach,hold,hold,hold,open,True,False,False,43.84
deepseek_seed0,deepseek,0,137,approach,hold,hold,hold,open,True,False,False,44.16
deepseek_seed0,deepseek,0,138,approach,hold,hold,hold,open,True,False,False,44.48
deepseek_seed0,deepseek,0,139,approach,hold,hold,hold,open,True,False,False,44.8
deepseek_seed0,deepseek,0,140,approach,hold,hold,hold,open,True,False,False,45.12
deepseek_seed0,deepseek,0,141,approach,hold,hold,hold,open,True,False,False,45.44
deepseek_seed0,deepseek,0,142,approach,hold,hold,hold,open,True,False,False,45.76
deepseek_seed0,deepseek,0,143,approach,hold,hold,hold,open,True,False,False,46.08
deepseek_seed0,deepseek,0,144,approach,hold,hold,hold,open,True,False,False,46.4
deepseek_seed0,deepseek,0,145,approach,hold,hold,hold,open,True,False,False,46.72
deepseek_seed0,deepseek,0,146,approach,hold,hold,hold,open,True,False,False,47.04
deepseek_seed0,deepseek,0,147,approach,hold,hold,hold,open,True,False,False,47.36
deepseek_seed0,deepseek,0,148,approach,hold,hold,hold,open,True,False,False,47.68
deepseek_seed0,deepseek,0,149,approach,hold,hold,hold,open,True,False,False,48.0
deepseek_seed0,deepseek,0,150,approach,hold,hold,hold,open,True,False,False,48.32
deepseek_seed0,deepseek,0,151,approach,hold,hold,hold,open,True,False,False,48.64
deepseek_seed0,deepseek,0,152,approach,hold,hold,hold,open,True,False,False,48.96
deepseek_seed0,deepseek,0,153,approach,hold,hold,hold,open,True,False,False,49.28
deepseek_seed0,deepseek,0,154,approach,hold,hold,hold,open,True,False,False,49.6
deepseek_seed0,deepseek,0,155,approach,hold,hold,hold,open,True,False,False,49.92
deepseek_seed0,deepseek,0,156,approach,hold,hold,hold,open,True,False,False,50.24
deepseek_seed0,deepseek,0,157,approach,hold,hold,hold,open,True,False,False,50.56
deepseek_seed0,deepseek,0,158,approach,hold,hold,hold,open,True,False,False,50.88
deepseek_seed0,deepseek,0,159,approach,hold,hold,hold,open,True,False,False,51.2
deepseek_seed1,deepseek,1,0,approach,positive,negative,hold,open,True,False,False,0.32
deepseek_seed1,deepseek,1,1,approach,positive,negative,hold,open,True,False,False,0.64
deepseek_seed1,deepseek,1,2,approach,positive,negative,hold,open,True,False,False,0.96
deepseek_seed1,deepseek,1,3,approach,positive,negative,hold,open,True,False,False,1.28
deepseek_seed1,deepseek,1,4,approach,positive,negative,hold,open,True,False,False,1.6
deepseek_seed1,deepseek,1,5,approach,positive,negative,hold,open,True,False,False,1.92
deepseek_seed1,deepseek,1,6,approach,positive,negative,hold,open,True,False,False,2.24
deepseek_seed1,deepseek,1,7,approach,positive,negative,hold,open,True,False,False,2.56
deepseek_seed1,deepseek,1,8,approach,positive,negative,hold,open,True,False,False,2.88
deepseek_seed1,deepseek,1,9,approach,positive,negative,hold,open,True,False,False,3.2
deepseek_seed1,deepseek,1,10,approach,positive,hold,hold,open,True,False,False,3.52
deepseek_seed1,deepseek,1,11,approach,positive,hold,hold,open,True,False,False,3.84
deepseek_seed1,deepseek,1,12,approach,positive,hold,hold,open,True,False,False,4.16
deepseek_seed1,deepseek,1,13,approach,positive,hold,hold,open,True,False,False,4.48
deepseek_seed1,deepseek,1,14,approach,hold,hold,hold,open,True,False,False,4.8
deepseek_seed1,deepseek,1,15,approach,hold,hold,hold,open,True,False,False,5.12
deepseek_seed1,deepseek,1,16,approach,hold,hold,hold,open,True,False,False,5.44
deepseek_seed1,deepseek,1,17,approach,hold,hold,hold,open,True,False,False,5.76
deepseek_seed1,deepseek,1,18,approach,hold,hold,hold,open,True,False,False,6.08
deepseek_seed1,deepseek,1,19,approach,hold,hold,hold,open,True,False,False,6.4
deepseek_seed1,deepseek,1,20,approach,hold,hold,hold,open,True,False,False,6.72
deepseek_seed1,deepseek,1,21,approach,hold,hold,hold,open,True,False,False,7.04
deepseek_seed1,deepseek,1,22,approach,hold,hold,hold,open,True,False,False,7.36
deepseek_seed1,deepseek,1,23,approach,hold,hold,hold,open,True,False,False,7.68
deepseek_seed1,deepseek,1,24,approach,hold,hold,hold,open,True,False,False,8.0
deepseek_seed1,deepseek,1,25,approach,hold,hold,hold,open,True,False,False,8.32
deepseek_seed1,deepseek,1,26,approach,hold,hold,hold,open,True,False,False,8.64
deepseek_seed1,deepseek,1,27,approach,hold,hold,hold,open,True,False,False,8.96
deepseek_seed1,deepseek,1,28,approach,hold,hold,hold,open,True,False,False,9.28
deepseek_seed1,deepseek,1,29,approach,hold,hold,hold,open,True,False,False,9.6
deepseek_seed1,deepseek,1,30,approach,hold,hold,hold,open,True,False,False,9.92
deepseek_seed1,deepseek,1,31,approach,hold,hold,hold,open,True,False,False,10.24
deepseek_seed1,deepseek,1,32,approach,hold,hold,hold,open,True,False,False,10.56
deepseek_seed1,deepseek,1,33,approach,hold,hold,hold,open,True,False,False,10.88
deepseek_seed1,deepseek,1,34,approach,hold,hold,hold,open,True,False,False,11.2
deepseek_seed1,deepseek,1,35,approach,hold,hold,hold,open,True,False,False,11.52
deepseek_seed1,deepseek,1,36,approach,hold,hold,hold,open,True,False,False,11.84
deepseek_seed1,deepseek,1,37,approach,hold,hold,hold,open,True,False,False,12.16
deepseek_seed1,deepseek,1,38,approach,hold,hold,hold,open,True,False,False,12.48
deepseek_seed1,deepseek,1,39,approach,hold,hold,hold,open,True,False,False,12.8
deepseek_seed1,deepseek,1,40,approach,hold,hold,hold,open,True,False,False,13.12
deepseek_seed1,deepseek,1,41,approach,hold,hold,hold,open,True,False,False,13.44
deepseek_seed1,deepseek,1,42,approach,hold,hold,hold,open,True,False,False,13.76
deepseek_seed1,deepseek,1,43,approach,hold,hold,hold,open,True,False,False,14.08
deepseek_seed1,deepseek,1,44,approach,hold,hold,hold,open,True,False,False,14.4
deepseek_seed1,deepseek,1,45,approach,hold,hold,hold,open,True,False,False,14.72
deepseek_seed1,deepseek,1,46,approach,hold,hold,hold,open,True,False,False,15.04
deepseek_seed1,deepseek,1,47,approach,hold,hold,hold,open,True,False,False,15.36
deepseek_seed1,deepseek,1,48,approach,hold,hold,hold,open,True,False,False,15.68
deepseek_seed1,deepseek,1,49,approach,hold,hold,hold,open,True,False,False,16.0
deepseek_seed1,deepseek,1,50,approach,hold,hold,hold,open,True,False,False,16.32
deepseek_seed1,deepseek,1,51,approach,hold,hold,hold,open,True,False,False,16.64
deepseek_seed1,deepseek,1,52,approach,hold,hold,hold,open,True,False,False,16.96
deepseek_seed1,deepseek,1,53,approach,hold,hold,hold,open,True,False,False,17.28
deepseek_seed1,deepseek,1,54,approach,hold,hold,hold,open,True,False,False,17.6
deepseek_seed1,deepseek,1,55,approach,hold,hold,hold,open,True,False,False,17.92
deepseek_seed1,deepseek,1,56,approach,hold,hold,hold,open,True,False,False,18.24
deepseek_seed1,deepseek,1,57,approach,hold,hold,hold,open,True,False,False,18.56
deepseek_seed1,deepseek,1,58,approach,hold,hold,hold,open,True,False,False,18.88
deepseek_seed1,deepseek,1,59,approach,hold,hold,hold,open,True,False,False,19.2
deepseek_seed1,deepseek,1,60,approach,hold,hold,hold,open,True,False,False,19.52
deepseek_seed1,deepseek,1,61,approach,hold,hold,hold,open,True,False,False,19.84
deepseek_seed1,deepseek,1,62,approach,hold,hold,hold,open,True,False,False,20.16
deepseek_seed1,deepseek,1,63,approach,hold,hold,hold,open,True,False,False,20.48
deepseek_seed1,deepseek,1,64,approach,hold,hold,hold,open,True,False,False,20.8
deepseek_seed1,deepseek,1,65,approach,hold,hold,hold,open,True,False,False,21.12
deepseek_seed1,deepseek,1,66,approach,hold,hold,hold,open,True,False,False,21.44
deepseek_seed1,deepseek,1,67,approach,hold,hold,hold,open,True,False,False,21.76
deepseek_seed1,deepseek,1,68,approach,hold,hold,hold,open,True,False,False,22.08
deepseek_seed1,deepseek,1,69,approach,hold,hold,hold,open,True,False,False,22.4
deepseek_seed1,deepseek,1,70,approach,hold,hold,hold,open,True,False,False,22.72
deepseek_seed1,deepseek,1,71,approach,hold,hold,hold,open,True,False,False,23.04
deepseek_seed1,deepseek,1,72,approach,hold,hold,hold,open,True,False,False,23.36
deepseek_seed1,deepseek,1,73,approach,hold,hold,hold,open,True,False,False,23.68
deepseek_seed1,deepseek,1,74,approach,hold,hold,hold,open,True,False,False,24.0
deepseek_seed1,deepseek,1,75,approach,hold,hold,hold,open,True,False,False,24.32
deepseek_seed1,deepseek,1,76,approach,hold,hold,hold,open,True,False,False,24.64
deepseek_seed1,deepseek,1,77,approach,hold,hold,hold,open,True,False,False,24.96
deepseek_seed1,deepseek,1,78,approach,hold,hold,hold,open,True,False,False,25.28
deepseek_seed1,deepseek,1,79,approach,hold,hold,hold,open,True,False,False,25.6
deepseek_seed1,deepseek,1,80,approach,hold,hold,hold,open,True,False,False,25.92
deepseek_seed1,deepseek,1,81,approach,hold,hold,hold,open,True,False,False,26.24
deepseek_seed1,deepseek,1,82,approach,hold,hold,hold,open,True,False,False,26.56
deepseek_seed1,deepseek,1,83,approach,hold,hold,hold,open,True,False,False,26.88
deepseek_seed1,deepseek,1,84,approach,hold,hold,hold,open,True,False,False,27.2
deepseek_seed1,deepseek,1,85,approach,hold,hold,hold,open,True,False,False,27.52
deepseek_seed1,deepseek,1,86,approach,hold,hold,hold,open,True,False,False,27.84
deepseek_seed1,deepseek,1,87,approach,hold,hold,hold,open,True,False,False,28.16
deepseek_seed1,deepseek,1,88,approach,hold,hold,hold,open,True,False,False,28.48
deepseek_seed1,deepseek,1,89,approach,hold,hold,hold,open,True,False,False,28.8
deepseek_seed1,deepseek,1,90,approach,hold,hold,hold,open,True,False,False,29.12
deepseek_seed1,deepseek,1,91,approach,hold,hold,hold,open,True,False,False,29.44
deepseek_seed1,deepseek,1,92,approach,hold,hold,hold,open,True,False,False,29.76
deepseek_seed1,deepseek,1,93,approach,hold,hold,hold,open,True,False,False,30.08
deepseek_seed1,deepseek,1,94,approach,hold,hold,hold,open,True,False,False,30.4
deepseek_seed1,deepseek,1,95,approach,hold,hold,hold,open,True,False,False,30.72
deepseek_seed1,deepseek,1,96,approach,hold,hold,hold,open,True,False,False,31.04
deepseek_seed1,deepseek,1,97,approach,hold,hold,hold,open,True,False,False,31.36
deepseek_seed1,deepseek,1,98,approach,hold,hold,hold,open,True,False,False,31.68
deepseek_seed1,deepseek,1,99,approach,hold,hold,hold,open,True,False,False,32.0
deepseek_seed1,deepseek,1,100,approach,hold,hold,hold,open,True,False,False,32.32
deepseek_seed1,deepseek,1,101,approach,hold,hold,hold,open,True,False,False,32.64
deepseek_seed1,deepseek,1,102,approach,hold,hold,hold,open,True,False,False,32.96
deepseek_seed1,deepseek,1,103,approach,hold,hold,hold,open,True,False,False,33.28
deepseek_seed1,deepseek,1,104,approach,hold,hold,hold,open,True,False,False,33.6
deepseek_seed1,deepseek,1,105,approach,hold,hold,hold,open,True,False,False,33.92
deepseek_seed1,deepseek,1,106,approach,hold,hold,hold,open,True,False,False,34.24
deepseek_seed1,deepseek,1,107,approach,hold,hold,hold,open,True,False,False,34.56
deepseek_seed1,deepseek,1,108,approach,hold,hold,hold,open,True,False,False,34.88
deepseek_seed1,deepseek,1,109,approach,hold,hold,hold,open,True,False,False,35.2
deepseek_seed1,deepseek,1,110,approach,hold,hold,hold,open,True,False,False,35.52
deepseek_seed1,deepseek,1,111,approach,hold,hold,hold,open,True,False,False,35.84
deepseek_seed1,deepseek,1,112,approach,hold,hold,hold,open,True,False,False,36.16
deepseek_seed1,deepseek,1,113,approach,hold,hold,hold,open,True,False,False,36.48
deepseek_seed1,deepseek,1,114,approach,hold,hold,hold,open,True,False,False,36.8
deepseek_seed1,deepseek,1,115,approach,hold,hold,hold,open,True,False,False,37.12
deepseek_seed1,deepseek,1,116,approach,hold,hold,hold,open,True,False,False,37.44
deepseek_seed1,deepseek,1,117,approach,hold,hold,hold,open,True,False,False,37.76
deepseek_seed1,deepseek,1,118,approach,hold,hold,hold,open,True,False,False,38.08
deepseek_seed1,deepseek,1,119,approach,hold,hold,hold,open,True,False,False,38.4
deepseek_seed1,deepseek,1,120,approach,hold,hold,hold,open,True,False,False,38.72
deepseek_seed1,deepseek,1,121,approach,hold,hold,hold,open,True,False,False,39.04
deepseek_seed1,deepseek,1,122,approach,hold,hold,hold,open,True,False,False,39.36
deepseek_seed1,deepseek,1,123,approach,hold,hold,hold,open,True,False,False,39.68
deepseek_seed1,deepseek,1,124,approach,hold,hold,hold,open,True,False,False,40.0
deepseek_seed1,deepseek,1,125,approach,hold,hold,hold,open,True,False,False,40.32
deepseek_seed1,deepseek,1,126,approach,hold,hold,hold,open,True,False,False,40.64
deepseek_seed1,deepseek,1,127,approach,hold,hold,hold,open,True,False,False,40.96
deepseek_seed1,deepseek,1,128,approach,hold,hold,hold,open,True,False,False,41.28
deepseek_seed1,deepseek,1,129,approach,hold,hold,hold,open,True,False,False,41.6
deepseek_seed1,deepseek,1,130,approach,hold,hold,hold,open,True,False,False,41.92
deepseek_seed1,deepseek,1,131,approach,hold,hold,hold,open,True,False,False,42.24
deepseek_seed1,deepseek,1,132,approach,hold,hold,hold,open,True,False,False,42.56
deepseek_seed1,deepseek,1,133,approach,hold,hold,hold,open,True,False,False,42.88
deepseek_seed1,deepseek,1,134,approach,hold,hold,hold,open,True,False,False,43.2
deepseek_seed1,deepseek,1,135,approach,hold,hold,hold,open,True,False,False,43.52
deepseek_seed1,deepseek,1,136,approach,hold,hold,hold,open,True,False,False,43.84
deepseek_seed1,deepseek,1,137,approach,hold,hold,hold,open,True,False,False,44.16
deepseek_seed1,deepseek,1,138,approach,hold,hold,hold,open,True,False,False,44.48
deepseek_seed1,deepseek,1,139,approach,hold,hold,hold,open,True,False,False,44.8
deepseek_seed1,deepseek,1,140,approach,hold,hold,hold,open,True,False,False,45.12
deepseek_seed1,deepseek,1,141,approach,hold,hold,hold,open,True,False,False,45.44
deepseek_seed1,deepseek,1,142,approach,hold,hold,hold,open,True,False,False,45.76
deepseek_seed1,deepseek,1,143,approach,hold,hold,hold,open,True,False,False,46.08
deepseek_seed1,deepseek,1,144,approach,hold,hold,hold,open,True,False,False,46.4
deepseek_seed1,deepseek,1,145,approach,hold,hold,hold,open,True,False,False,46.72
deepseek_seed1,deepseek,1,146,approach,hold,hold,hold,open,True,False,False,47.04
deepseek_seed1,deepseek,1,147,approach,hold,hold,hold,open,True,False,False,47.36
deepseek_seed1,deepseek,1,148,approach,hold,hold,hold,open,True,False,False,47.68
deepseek_seed1,deepseek,1,149,approach,hold,hold,hold,open,True,False,False,48.0
deepseek_seed1,deepseek,1,150,approach,hold,hold,hold,open,True,False,False,48.32
deepseek_seed1,deepseek,1,151,approach,hold,hold,hold,open,True,False,False,48.64
deepseek_seed1,deepseek,1,152,approach,hold,hold,hold,open,True,False,False,48.96
deepseek_seed1,deepseek,1,153,approach,hold,hold,hold,open,True,False,False,49.28
deepseek_seed1,deepseek,1,154,approach,hold,hold,hold,open,True,False,False,49.6
deepseek_seed1,deepseek,1,155,approach,hold,hold,hold,open,True,False,False,49.92
deepseek_seed1,deepseek,1,156,approach,hold,hold,hold,open,True,False,False,50.24
deepseek_seed1,deepseek,1,157,approach,hold,hold,hold,open,True,False,False,50.56
deepseek_seed1,deepseek,1,158,approach,hold,hold,hold,open,True,False,False,50.88
deepseek_seed1,deepseek,1,159,approach,hold,hold,hold,open,True,False,False,51.2
deepseek_seed2,deepseek,2,0,approach,positive,negative,hold,open,True,False,False,0.32
deepseek_seed2,deepseek,2,1,approach,positive,negative,hold,open,True,False,False,0.64
deepseek_seed2,deepseek,2,2,approach,positive,negative,hold,open,True,False,False,0.96
deepseek_seed2,deepseek,2,3,approach,positive,negative,hold,open,True,False,False,1.28
deepseek_seed2,deepseek,2,4,approach,positive,negative,hold,open,True,False,False,1.6
deepseek_seed2,deepseek,2,5,approach,positive,negative,hold,open,True,False,False,1.92
deepseek_seed2,deepseek,2,6,approach,positive,negative,hold,open,True,False,False,2.24
deepseek_seed2,deepseek,2,7,approach,positive,negative,hold,open,True,False,False,2.56
deepseek_seed2,deepseek,2,8,approach,positive,hold,hold,open,True,False,False,2.88
deepseek_seed2,deepseek,2,9,approach,positive,hold,hold,open,True,False,False,3.2
deepseek_seed2,deepseek,2,10,approach,positive,positive,hold,open,True,False,False,3.52
