tag,provider,probe,stage,seconds,headers_seconds,body_seconds,body_after_headers_seconds,request_bytes,response_bytes,input_tokens,output_tokens,cache_hit_tokens,http_status,error,response_model,cost_low_usd,cost_high_usd
deepseek_seed0_018_intent,deepseek,False,intent,0.8377875408623368,0.29630233882926404,0.8377379588782787,0.5414356200490147,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_018_motor,deepseek,False,motor,1.1025331220589578,0.32491058204323053,1.102434447966516,0.7775238659232855,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_019_intent,deepseek,False,intent,1.0213234859984368,0.5537127798888832,1.0212701179552823,0.4675573380663991,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_019_motor,deepseek,False,motor,0.7072158239316195,0.5902516939677298,0.707148632965982,0.11689693899825215,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_020_intent,deepseek,False,intent,0.8957210730295628,0.6095901599619538,0.8956237549427897,0.2860335949808359,4282,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_020_motor,deepseek,False,motor,0.9612962049432099,0.31530162296257913,0.9612426760140806,0.6459410530515015,9613,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_021_intent,deepseek,False,intent,0.8257512799464166,0.31164916697889566,0.8256791529711336,0.5140299859922379,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_021_motor,deepseek,False,motor,1.795018111122772,0.3233698941767216,1.7949565751478076,1.471586680971086,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_022_intent,deepseek,False,intent,1.4524111358914524,1.4522541998885572,1.4523628279566765,0.00010862806811928749,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_022_motor,deepseek,False,motor,1.9468455070164055,1.9467008551582694,1.946803477127105,0.00010262196883559227,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_023_intent,deepseek,False,intent,1.2772907479666173,1.0214179209433496,1.2772298869676888,0.2558119660243392,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_023_motor,deepseek,False,motor,1.0504218500573188,0.5068727659527212,1.050359128974378,0.5434863630216569,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_024_intent,deepseek,False,intent,0.7282836891245097,0.6767617180012167,0.7281986800953746,0.051436962094157934,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_024_motor,deepseek,False,motor,1.214658975135535,0.5048619760200381,1.2145894209388644,0.7097274449188262,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_025_intent,deepseek,False,intent,0.7027314649894834,0.5893866221886128,0.7026454980950803,0.11325887590646744,4282,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_025_motor,deepseek,False,motor,0.8084213430993259,0.34038347704336047,0.8083264040760696,0.4679429270327091,9613,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_026_intent,deepseek,False,intent,1.194013805128634,0.3067326471209526,1.1939038319978863,0.8871711848769337,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_026_motor,deepseek,False,motor,1.0594437618274242,0.47270942595787346,1.059365163790062,0.5866557378321886,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_027_intent,deepseek,False,intent,1.2729878569953144,0.29535464802756906,1.2728702600579709,0.9775156120304018,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_027_motor,deepseek,False,motor,0.9374300099443644,0.31544624199159443,0.9373479729983956,0.6219017310068011,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_028_intent,deepseek,False,intent,0.729618180077523,0.3128161681815982,0.729571727104485,0.41675555892288685,4283,484,1086,7,0,200,,deepseek-flash,0.0001671,0.0003342
deepseek_seed0_028_motor,deepseek,False,motor,0.7300392941106111,0.32635231618769467,0.7299007619731128,0.40354844578541815,9614,530,2460,19,256,200,,deepseek-flash,0.0003427679999999999,0.0006855359999999998
deepseek_seed0_029_intent,deepseek,False,intent,0.8069075180683285,0.3904034588485956,0.806862069061026,0.41645861021243036,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_029_motor,deepseek,False,motor,0.9473319298122078,0.3337024168577045,0.9472615788690746,0.6135591620113701,9614,530,2460,19,256,200,,deepseek-flash,0.0003427679999999999,0.0006855359999999998
deepseek_seed0_030_intent,deepseek,False,intent,0.5473875598981977,0.48847496998496354,0.5473053569439799,0.05883038695901632,4282,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_030_motor,deepseek,False,motor,0.9997046170756221,0.30766759207472205,0.9996374640613794,0.6919698719866574,9613,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_031_intent,deepseek,False,intent,0.7897614690009505,0.5650277768727392,0.7897055980283767,0.2246778211556375,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_031_motor,deepseek,False,motor,1.1376038941089064,0.4768632440827787,1.137511108070612,0.6606478639878333,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_032_intent,deepseek,False,intent,1.1121042310260236,0.491171901114285,1.1120569100603461,0.6208850089460611,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_032_motor,deepseek,False,motor,0.8317676400765777,0.3992615411989391,0.8317002411931753,0.43243869999423623,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_033_intent,deepseek,False,intent,0.800498436903581,0.291269991081208,0.8004486120771617,0.5091786209959537,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_033_motor,deepseek,False,motor,1.166237766155973,0.44677785807289183,1.1661434990819544,0.7193656410090625,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_034_intent,deepseek,False,intent,0.8110102799255401,0.37759828101843596,0.8109476729296148,0.4333493919111788,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_034_motor,deepseek,False,motor,1.0278160120360553,0.3150503181386739,1.0277571151964366,0.7127067970577627,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_035_intent,deepseek,False,intent,1.1060674251057208,0.3081716909073293,1.1059886019211262,0.7978169110137969,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_035_motor,deepseek,False,motor,0.7646427769213915,0.34241604595445096,0.764594973064959,0.4221789271105081,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_036_intent,deepseek,False,intent,0.608593488112092,0.29161157296039164,0.6085432840045542,0.3169317110441625,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_036_motor,deepseek,False,motor,0.7152134398929775,0.3046799248550087,0.7151352048385888,0.4104552799835801,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_037_intent,deepseek,False,intent,0.5838289970997721,0.299370544962585,0.583780876128003,0.28441033116541803,4284,484,1086,7,0,200,,deepseek-flash,0.0001671,0.0003342
deepseek_seed0_037_motor,deepseek,False,motor,1.0671635351609439,0.29918964114040136,1.0670819331426173,0.767892292002216,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_038_intent,deepseek,False,intent,0.9146252512000501,0.3152337351348251,0.9145748720038682,0.5993411368690431,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_038_motor,deepseek,False,motor,0.7815314221661538,0.3209765781648457,0.7813632569741458,0.46038667880930007,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_039_intent,deepseek,False,intent,1.0249052098952234,0.5721870260313153,1.0248487249482423,0.452661698916927,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_039_motor,deepseek,False,motor,0.6067964499816298,0.33013521507382393,0.6067435229197145,0.2766083078458905,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_040_intent,deepseek,False,intent,0.7586219699587673,0.30331325088627636,0.75852250889875,0.4552092580124736,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_040_motor,deepseek,False,motor,1.1879406219813973,0.34255087189376354,1.1878918788861483,0.8453410069923848,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_041_intent,deepseek,False,intent,0.9207536638714373,0.3002001619897783,0.9207089808769524,0.6205088188871741,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_041_motor,deepseek,False,motor,0.8558056459296495,0.33417066605761647,0.8557398610282689,0.5215691949706525,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_042_intent,deepseek,False,intent,0.9623401530552655,0.3045453380327672,0.9622886660508811,0.657743328018114,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_042_motor,deepseek,False,motor,0.6399988420307636,0.3269884060136974,0.6398831738624722,0.3128947678487748,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_043_intent,deepseek,False,intent,0.657677261158824,0.3125249710865319,0.6575982170179486,0.34507324593141675,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_043_motor,deepseek,False,motor,0.8149146710056812,0.3183231330476701,0.8148522081319243,0.49652907508425415,9615,530,2460,19,256,200,,deepseek-flash,0.0003427679999999999,0.0006855359999999998
deepseek_seed0_044_intent,deepseek,False,intent,1.0849645619746298,0.6611289959400892,1.0849137909244746,0.42378479498438537,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_044_motor,deepseek,False,motor,0.8506782019976526,0.3872844090219587,0.8505594080779701,0.46327499905601144,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_045_intent,deepseek,False,intent,0.9674663790501654,0.4643739019520581,0.9674178129062057,0.5030439109541476,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_045_motor,deepseek,False,motor,1.0464011949952692,0.35088022402487695,1.0462836280930787,0.6954034040682018,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_046_intent,deepseek,False,intent,0.7708080320153385,0.32939830888062716,0.7707201270386577,0.4413218181580305,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_046_motor,deepseek,False,motor,1.0621608209330589,0.3709772168658674,1.0620995629578829,0.6911223460920155,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_047_intent,deepseek,False,intent,0.9678006370086223,0.3316486240364611,0.9677132500801235,0.6360646260436624,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_047_motor,deepseek,False,motor,0.8465377800166607,0.3385685170069337,0.8464445918798447,0.507876074872911,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_048_intent,deepseek,False,intent,1.0856543299742043,0.4766802170779556,1.0856039631180465,0.6089237460400909,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_048_motor,deepseek,False,motor,0.9836012900341302,0.3534670718945563,0.9835308310575783,0.630063759163022,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_049_intent,deepseek,False,intent,1.014816477894783,0.3092412899713963,1.0147069010417908,0.7054656110703945,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_049_motor,deepseek,False,motor,1.2118892930448055,0.4085811690893024,1.211830856045708,0.8032496869564056,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_050_intent,deepseek,False,intent,0.6782396049238741,0.30673525598831475,0.6781839139293879,0.3714486579410732,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_050_motor,deepseek,False,motor,1.0824127569794655,0.36440139496698976,1.082360987085849,0.7179595921188593,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_051_intent,deepseek,False,intent,0.8228507160674781,0.3204062881413847,0.8227952611632645,0.5023889730218798,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_051_motor,deepseek,False,motor,0.8073934640269727,0.5991909340955317,0.8073318500537425,0.20814091595821083,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_052_intent,deepseek,False,intent,0.9035241717938334,0.31615439895540476,0.9034683047793806,0.5873139058239758,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_052_motor,deepseek,False,motor,0.8952262129168957,0.349584334064275,0.8951351139694452,0.5455507799051702,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_053_intent,deepseek,False,intent,1.1770167930517346,0.3306677860673517,1.1769342250190675,0.8462664389517158,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_053_motor,deepseek,False,motor,1.1206169629003853,0.43554774997755885,1.1204959128517658,0.6849481628742069,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_054_intent,deepseek,False,intent,1.0771492919884622,0.6087329729925841,1.0770903478842229,0.46835737489163876,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_054_motor,deepseek,False,motor,1.1406363658607006,0.4374494899529964,1.1405580940190703,0.7031086040660739,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_055_intent,deepseek,False,intent,0.9874475828837603,0.6645612549036741,0.987363605061546,0.32280235015787184,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_055_motor,deepseek,False,motor,0.9779702730011195,0.3630249791312963,0.9778960591647774,0.6148710800334811,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_056_intent,deepseek,False,intent,1.0125939240679145,0.3273759849835187,1.0125404431018978,0.6851644581183791,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_056_motor,deepseek,False,motor,0.8214182769879699,0.36112308385781944,0.8213585820049047,0.4602354981470853,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_057_intent,deepseek,False,intent,0.7999556448776275,0.330853717867285,0.7999060109723359,0.4690522931050509,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_057_motor,deepseek,False,motor,1.1484934790059924,0.33083746396005154,1.148429846856743,0.8175923828966916,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_058_intent,deepseek,False,intent,1.1299771249759942,0.5978354490362108,1.1298847978468984,0.5320493488106877,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_058_motor,deepseek,False,motor,0.975229233969003,0.3654429439920932,0.9751703608781099,0.6097274168860167,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_059_intent,deepseek,False,intent,0.9176398220006377,0.8318579408805817,0.9175856469664723,0.08572770608589053,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_059_motor,deepseek,False,motor,1.2926820439752191,0.5397293840069324,1.292581213871017,0.7528518298640847,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_060_intent,deepseek,False,intent,0.9719856039155275,0.43464066507294774,0.971923538018018,0.5372828729450703,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_060_motor,deepseek,False,motor,1.0142745869234204,0.480114609003067,1.0142293551471084,0.5341147461440414,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_061_intent,deepseek,False,intent,0.828898929990828,0.6404588769655675,0.8288238130044192,0.18836493603885174,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_061_motor,deepseek,False,motor,0.9665195378474891,0.4212970130611211,0.9664587478619069,0.5451617348007858,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_062_intent,deepseek,False,intent,0.8493208531290293,0.3764762009959668,0.8492598801385611,0.47278367914259434,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_062_motor,deepseek,False,motor,0.8285038350149989,0.4161643229890615,0.8284442289732397,0.4122799059841782,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_063_intent,deepseek,False,intent,1.0661848590243608,0.35662927804514766,1.066115966066718,0.7094866880215704,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_063_motor,deepseek,False,motor,0.9190238311421126,0.42463780008256435,0.9189395201392472,0.4943017200566828,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_064_intent,deepseek,False,intent,1.0259825559332967,0.3393776100128889,1.02590340282768,0.6865257928147912,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_064_motor,deepseek,False,motor,1.0434468728490174,0.40126591990701854,1.0433755558915436,0.6421096359845251,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_065_intent,deepseek,False,intent,0.678993736859411,0.3954247108194977,0.678948282962665,0.28352357214316726,4283,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_065_motor,deepseek,False,motor,1.0841329309623688,0.6580287229735404,1.0840400329325348,0.4260113099589944,9614,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_066_intent,deepseek,False,intent,0.6396390518639237,0.35831582290120423,0.6395889709237963,0.28127314802259207,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_066_motor,deepseek,False,motor,0.8310888009145856,0.3791043011005968,0.8310262160375714,0.45192191493697464,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_067_intent,deepseek,False,intent,0.8960188669152558,0.3531075599603355,0.8959621919784695,0.542854632018134,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_067_motor,deepseek,False,motor,1.0491093629971147,0.41572766308672726,1.0489975600503385,0.6332698969636112,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_068_intent,deepseek,False,intent,0.8602972631342709,0.3223860929720104,0.8602394531480968,0.5378533601760864,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_068_motor,deepseek,False,motor,1.113281955011189,0.5681234640069306,1.1131206681020558,0.5449972040951252,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
deepseek_seed0_069_intent,deepseek,False,intent,1.0403930968604982,0.5218651029281318,1.0403162508737296,0.5184511479455978,4284,487,1086,7,256,200,,deepseek-flash,0.000129468,0.000258936
deepseek_seed0_069_motor,deepseek,False,motor,1.0516667161136866,0.634965165052563,1.051593106938526,0.4166279418859631,9615,537,2460,26,256,200,,deepseek-flash,0.00034696799999999996,0.0006939359999999999
